Image,,xmin,ymin,xmax,ymax,label
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,381,187,404,210,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,375,158,392,179,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,306,178,325,198,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,365,175,388,203,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,281,171,304,203,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,318,127,373,189,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,185,88,231,143,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,90,159,118,192,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,33,128,81,197,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,5,178,42,213,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.62d32f9b512d6b9af773b1ca19fb55c2.jpg,,3,133,34,172,mask
TB2R28UvUOWBKNjSZKzXXXfWFXa_--1116877752_jpg.rf.7249120d31124112ce4c1a99d91cab86.jpg,,230,81,379,255,mask
TB2R28UvUOWBKNjSZKzXXXfWFXa_--1116877752_jpg.rf.7249120d31124112ce4c1a99d91cab86.jpg,,55,40,205,218,mask
001_1024_jpeg_jpg.rf.703ac68d0cc57dfa941f47033f582d01.jpg,,349,227,372,255,mask
001_1024_jpeg_jpg.rf.703ac68d0cc57dfa941f47033f582d01.jpg,,318,188,352,225,mask
001_1024_jpeg_jpg.rf.703ac68d0cc57dfa941f47033f582d01.jpg,,288,208,318,242,mask
001_1024_jpeg_jpg.rf.703ac68d0cc57dfa941f47033f582d01.jpg,,246,185,293,228,mask
001_1024_jpeg_jpg.rf.703ac68d0cc57dfa941f47033f582d01.jpg,,83,91,152,171,mask
001_1024_jpeg_jpg.rf.703ac68d0cc57dfa941f47033f582d01.jpg,,191,139,243,199,mask
ST_20170401_EASAND_3046471_jpg.rf.734d663cdae798ef5632cad83f040817.jpg,,347,76,398,135,mask
ST_20170401_EASAND_3046471_jpg.rf.734d663cdae798ef5632cad83f040817.jpg,,329,88,364,140,mask
ST_20170401_EASAND_3046471_jpg.rf.734d663cdae798ef5632cad83f040817.jpg,,283,83,333,143,mask
ST_20170401_EASAND_3046471_jpg.rf.734d663cdae798ef5632cad83f040817.jpg,,246,94,288,155,mask
ST_20170401_EASAND_3046471_jpg.rf.734d663cdae798ef5632cad83f040817.jpg,,213,112,259,171,mask
ST_20170401_EASAND_3046471_jpg.rf.734d663cdae798ef5632cad83f040817.jpg,,184,103,226,160,mask
ST_20170401_EASAND_3046471_jpg.rf.734d663cdae798ef5632cad83f040817.jpg,,76,112,127,170,mask
ST_20170401_EASAND_3046471_jpg.rf.734d663cdae798ef5632cad83f040817.jpg,,4,112,49,168,mask
101d6660a8974050b613dd2e6bd59390_jpg.rf.737b3a60ef88c7331149090bee077ade.jpg,,335,140,382,202,mask
101d6660a8974050b613dd2e6bd59390_jpg.rf.737b3a60ef88c7331149090bee077ade.jpg,,208,105,253,168,mask
101d6660a8974050b613dd2e6bd59390_jpg.rf.737b3a60ef88c7331149090bee077ade.jpg,,173,155,220,215,mask
101d6660a8974050b613dd2e6bd59390_jpg.rf.737b3a60ef88c7331149090bee077ade.jpg,,59,143,114,204,mask
1030611863_jpg.rf.75407c55c6c36d019599cf37eb423f85.jpg,,96,184,102,193,mask
1030611863_jpg.rf.75407c55c6c36d019599cf37eb423f85.jpg,,388,190,400,204,mask
1030611863_jpg.rf.75407c55c6c36d019599cf37eb423f85.jpg,,236,186,247,199,no-mask
1030611863_jpg.rf.75407c55c6c36d019599cf37eb423f85.jpg,,258,178,285,215,mask
1030611863_jpg.rf.75407c55c6c36d019599cf37eb423f85.jpg,,189,167,221,210,mask
1030611863_jpg.rf.75407c55c6c36d019599cf37eb423f85.jpg,,143,156,173,193,mask
1030611863_jpg.rf.75407c55c6c36d019599cf37eb423f85.jpg,,16,183,29,200,no-mask
1030611863_jpg.rf.75407c55c6c36d019599cf37eb423f85.jpg,,116,181,129,197,no-mask
IMG_5690-2_jpg.rf.76bad07a4a8195f9c88c64ad512a637f.jpg,,220,168,270,227,mask
IMG_5690-2_jpg.rf.76bad07a4a8195f9c88c64ad512a637f.jpg,,141,173,192,234,mask
r1p00017o80q34s9781_jpg.rf.790a8de7359b90799907f908ca0273dc.jpg,,94,58,134,113,no-mask
r1p00017o80q34s9781_jpg.rf.790a8de7359b90799907f908ca0273dc.jpg,,212,19,306,150,mask
sdfsdfsfff_jpg.rf.74f7b26a0f3e6bdff127a8098c4aae29.jpg,,157,93,277,252,mask
1152x768_246964803156_jpg.rf.72d1204421ac4823fc8767f377f5b1ee.jpg,,184,111,219,152,mask
1152x768_246964803156_jpg.rf.72d1204421ac4823fc8767f377f5b1ee.jpg,,26,122,42,149,mask
1152x768_246964803156_jpg.rf.72d1204421ac4823fc8767f377f5b1ee.jpg,,13,101,33,124,no-mask
1152x768_246964803156_jpg.rf.72d1204421ac4823fc8767f377f5b1ee.jpg,,263,96,287,128,no-mask
1152x768_246964803156_jpg.rf.72d1204421ac4823fc8767f377f5b1ee.jpg,,58,115,88,149,mask
1152x768_246964803156_jpg.rf.72d1204421ac4823fc8767f377f5b1ee.jpg,,318,78,354,126,mask
1152x768_246964803156_jpg.rf.72d1204421ac4823fc8767f377f5b1ee.jpg,,230,98,256,131,no-mask
1152x768_246964803156_jpg.rf.72d1204421ac4823fc8767f377f5b1ee.jpg,,94,98,116,122,no-mask
1152x768_246964803156_jpg.rf.72d1204421ac4823fc8767f377f5b1ee.jpg,,133,101,157,135,no-mask
1580053154-5839_jpg.rf.6da6d3d8821be15453173dc8f75442dd.jpg,,26,95,88,179,mask
1580053154-5839_jpg.rf.6da6d3d8821be15453173dc8f75442dd.jpg,,245,70,285,123,mask
1580053154-5839_jpg.rf.6da6d3d8821be15453173dc8f75442dd.jpg,,311,73,366,148,mask
1580053154-5839_jpg.rf.6da6d3d8821be15453173dc8f75442dd.jpg,,221,91,266,171,mask
1580053154-5839_jpg.rf.6da6d3d8821be15453173dc8f75442dd.jpg,,164,90,218,160,mask
1580053154-5839_jpg.rf.6da6d3d8821be15453173dc8f75442dd.jpg,,75,107,138,203,mask
1580053154-5839_jpg.rf.6da6d3d8821be15453173dc8f75442dd.jpg,,199,164,257,252,mask
us-state-department-warns-against-visiting-china-citing-coronavirus_jpg.rf.743fd6c0a27c8ee086c99a1117a56c0f.jpg,,242,122,263,148,no-mask
us-state-department-warns-against-visiting-china-citing-coronavirus_jpg.rf.743fd6c0a27c8ee086c99a1117a56c0f.jpg,,89,113,118,140,mask
us-state-department-warns-against-visiting-china-citing-coronavirus_jpg.rf.743fd6c0a27c8ee086c99a1117a56c0f.jpg,,38,138,80,175,mask
us-state-department-warns-against-visiting-china-citing-coronavirus_jpg.rf.743fd6c0a27c8ee086c99a1117a56c0f.jpg,,211,119,241,153,mask
us-state-department-warns-against-visiting-china-citing-coronavirus_jpg.rf.743fd6c0a27c8ee086c99a1117a56c0f.jpg,,351,103,389,143,mask
1125506397_15801322207071n_jpg.rf.73bc96d7118fcf0f113cdce5b29a3b93.jpg,,358,65,390,103,mask
1125506397_15801322207071n_jpg.rf.73bc96d7118fcf0f113cdce5b29a3b93.jpg,,292,70,328,117,mask
1125506397_15801322207071n_jpg.rf.73bc96d7118fcf0f113cdce5b29a3b93.jpg,,205,124,237,167,mask
1125506397_15801322207071n_jpg.rf.73bc96d7118fcf0f113cdce5b29a3b93.jpg,,176,85,207,126,mask
1125506397_15801322207071n_jpg.rf.73bc96d7118fcf0f113cdce5b29a3b93.jpg,,154,104,175,130,mask
1125506397_15801322207071n_jpg.rf.73bc96d7118fcf0f113cdce5b29a3b93.jpg,,97,88,135,135,mask
1125506397_15801322207071n_jpg.rf.73bc96d7118fcf0f113cdce5b29a3b93.jpg,,63,76,93,112,mask
r1400018548960op29s_jpg.rf.81ba0e33422fc78fa00b5dc849ced6b5.jpg,,131,27,240,135,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,385,150,410,178,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,333,156,360,183,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,297,150,321,174,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,261,151,283,175,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,226,143,247,166,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,172,144,195,169,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,128,136,149,161,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,105,127,124,152,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,84,145,107,173,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,44,144,68,172,mask
PhotoGrid_1580452532909_jpg.rf.7ce87b3549966dd57a0cc94a0cbbddc7.jpg,,2,142,25,170,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,207,103,230,123,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,270,109,297,142,no-mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,327,104,350,133,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,350,164,374,204,no-mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,365,151,414,215,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,317,133,349,179,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,274,142,315,192,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,226,140,260,181,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,205,124,228,158,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,196,118,219,143,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,182,121,197,145,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,158,115,184,146,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,98,121,125,149,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,67,124,90,148,mask
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.7e1abb4dc353b6e7c8fb40cd1f9a9913.jpg,,2,125,34,161,mask
1_13_jpg.rf.80fea4f59f101940eeb0de22bec4cff0.jpg,,355,143,403,201,mask
1_13_jpg.rf.80fea4f59f101940eeb0de22bec4cff0.jpg,,330,163,352,193,mask
1_13_jpg.rf.80fea4f59f101940eeb0de22bec4cff0.jpg,,236,102,255,131,mask
1_13_jpg.rf.80fea4f59f101940eeb0de22bec4cff0.jpg,,194,116,223,149,mask
1_13_jpg.rf.80fea4f59f101940eeb0de22bec4cff0.jpg,,134,100,162,129,mask
1_13_jpg.rf.80fea4f59f101940eeb0de22bec4cff0.jpg,,47,117,105,188,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.81e36d78793c1c626dbd0603c0c682e9.jpg,,253,121,269,142,no-mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.81e36d78793c1c626dbd0603c0c682e9.jpg,,84,129,98,144,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.81e36d78793c1c626dbd0603c0c682e9.jpg,,371,69,412,119,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.81e36d78793c1c626dbd0603c0c682e9.jpg,,270,93,311,137,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.81e36d78793c1c626dbd0603c0c682e9.jpg,,203,88,242,132,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.81e36d78793c1c626dbd0603c0c682e9.jpg,,161,85,194,125,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.81e36d78793c1c626dbd0603c0c682e9.jpg,,104,109,134,144,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.81e36d78793c1c626dbd0603c0c682e9.jpg,,52,103,78,132,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.81e36d78793c1c626dbd0603c0c682e9.jpg,,11,106,39,135,mask
1000x-1_jpg.rf.72c30596bc7686cbff3d1b3b4d345a52.jpg,,383,157,415,225,no-mask
1000x-1_jpg.rf.72c30596bc7686cbff3d1b3b4d345a52.jpg,,206,106,254,179,mask
1000x-1_jpg.rf.72c30596bc7686cbff3d1b3b4d345a52.jpg,,335,127,393,214,mask
1000x-1_jpg.rf.72c30596bc7686cbff3d1b3b4d345a52.jpg,,285,225,356,322,mask
1000x-1_jpg.rf.72c30596bc7686cbff3d1b3b4d345a52.jpg,,61,125,106,201,no-mask
1000x-1_jpg.rf.72c30596bc7686cbff3d1b3b4d345a52.jpg,,252,112,300,182,no-mask
1000x-1_jpg.rf.72c30596bc7686cbff3d1b3b4d345a52.jpg,,95,202,154,284,no-mask
1000x-1_jpg.rf.72c30596bc7686cbff3d1b3b4d345a52.jpg,,173,129,223,206,mask
1000x-1_jpg.rf.72c30596bc7686cbff3d1b3b4d345a52.jpg,,9,124,71,208,mask
r1000019q689461s9r0_jpg.rf.7cdc5055bef340b19d8e698125070ea5.jpg,,228,50,309,147,mask
1125506397_15801322207531n_jpg.rf.7c43d1e83f78a58deab7c17847dfef20.jpg,,320,135,348,171,mask
1125506397_15801322207531n_jpg.rf.7c43d1e83f78a58deab7c17847dfef20.jpg,,201,139,228,176,mask
1125506397_15801322207531n_jpg.rf.7c43d1e83f78a58deab7c17847dfef20.jpg,,105,116,133,153,mask
1553605632_9d5877d8_60_jpg.rf.853aa19975865cfd10cd1533ae5d2af6.jpg,,326,302,348,329,mask
1553605632_9d5877d8_60_jpg.rf.853aa19975865cfd10cd1533ae5d2af6.jpg,,353,287,387,339,mask
1553605632_9d5877d8_60_jpg.rf.853aa19975865cfd10cd1533ae5d2af6.jpg,,307,256,340,291,mask
1553605632_9d5877d8_60_jpg.rf.853aa19975865cfd10cd1533ae5d2af6.jpg,,83,269,145,347,mask
1553605632_9d5877d8_60_jpg.rf.853aa19975865cfd10cd1533ae5d2af6.jpg,,1,249,69,327,mask
1553605632_9d5877d8_60_jpg.rf.853aa19975865cfd10cd1533ae5d2af6.jpg,,25,106,51,136,mask
1553605632_9d5877d8_60_jpg.rf.853aa19975865cfd10cd1533ae5d2af6.jpg,,44,80,71,119,mask
1422808187-3291816118_jpg.rf.86e99f63a55557e303faffbca99b05af.jpg,,134,102,277,272,mask
1288126-10255706714jpg_jpg.rf.8385657b04ff16bae9812545e488509b.jpg,,123,144,188,228,mask
1288126-10255706714jpg_jpg.rf.8385657b04ff16bae9812545e488509b.jpg,,216,177,271,243,mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,66,139,99,185,no-mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,163,144,228,217,no-mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,192,92,213,117,no-mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,125,92,149,117,no-mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,246,116,274,151,no-mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,144,108,178,149,no-mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,34,104,74,147,no-mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,34,248,73,291,no-mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,108,164,156,230,mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,209,96,238,131,mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,262,122,296,164,mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,327,105,387,173,mask
0602623232127-web-tete_jpg.rf.797c39457f2f12b12975f84c3f104d3c.jpg,,266,195,330,281,mask
0109-00176-096b1_jpg.rf.86387f7bfa7d0ca7301983a3d9c15027.jpg,,178,24,290,150,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,385,150,410,178,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,333,156,360,183,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,297,150,321,174,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,261,151,283,175,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,226,143,247,166,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,172,144,195,169,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,128,136,149,161,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,105,127,124,152,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,84,145,107,173,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,44,144,68,172,mask
PhotoGrid_1580452532909_jpg.rf.8020a68ec704abf0c8ecf23529a1159c.jpg,,2,142,25,170,mask
1125506397_15801322206581n_jpg.rf.85ffa8795066e8f79e003b8009e53301.jpg,,311,109,384,195,mask
1125506397_15801322206581n_jpg.rf.85ffa8795066e8f79e003b8009e53301.jpg,,191,99,246,167,mask
1125506397_15801322206581n_jpg.rf.85ffa8795066e8f79e003b8009e53301.jpg,,95,94,171,175,mask
004_1024_jpeg_jpg.rf.843b8d647acba7e76bb31ba11a22730f.jpg,,132,110,232,224,mask
soo-1-_jpg.rf.8dcce38fa34e3ce8f7c8a3418b2adfd6.jpg,,310,208,331,234,mask
soo-1-_jpg.rf.8dcce38fa34e3ce8f7c8a3418b2adfd6.jpg,,328,188,353,216,no-mask
soo-1-_jpg.rf.8dcce38fa34e3ce8f7c8a3418b2adfd6.jpg,,372,190,409,225,no-mask
soo-1-_jpg.rf.8dcce38fa34e3ce8f7c8a3418b2adfd6.jpg,,219,122,254,168,mask
soo-1-_jpg.rf.8dcce38fa34e3ce8f7c8a3418b2adfd6.jpg,,131,120,183,171,mask
soo-1-_jpg.rf.8dcce38fa34e3ce8f7c8a3418b2adfd6.jpg,,64,127,109,179,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,28,145,66,189,no-mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,332,92,354,106,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,367,182,408,237,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,355,101,390,151,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,295,93,330,131,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,248,145,287,193,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,256,92,290,130,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,187,93,224,129,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,90,93,124,128,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,187,131,222,175,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,197,216,236,266,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,216,239,263,291,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,136,274,181,320,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,2,254,41,310,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,53,216,83,259,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,33,232,72,280,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,11,114,48,154,mask
012420_coronoa_masks_web_jpg.rf.84843e3893ed4b2a3c72d4da43bda8bd.jpg,,97,150,140,196,mask
1539151332674193npsrq70_jpg.rf.8b3bb02e165f0e21b31cdc105fecc038.jpg,,158,29,208,84,mask
10fea_8011463765e2aa28b386cf_jpg.rf.902daa8c3c409dfc099c8ac41adbf1c0.jpg,,287,84,345,156,no-mask
10fea_8011463765e2aa28b386cf_jpg.rf.902daa8c3c409dfc099c8ac41adbf1c0.jpg,,33,91,173,273,mask
15391513321824spp815on8_jpg.rf.8561e63d35a641b15f0f73de68956f8b.jpg,,70,122,132,207,no-mask
15391513321824spp815on8_jpg.rf.8561e63d35a641b15f0f73de68956f8b.jpg,,281,58,346,247,no-mask
15391513321824spp815on8_jpg.rf.8561e63d35a641b15f0f73de68956f8b.jpg,,160,22,263,170,mask
RTX7CD4D-e1580252893876_jpg.rf.904692ed2ac077d0ef54de3cab7793cd.jpg,,303,109,337,139,mask
RTX7CD4D-e1580252893876_jpg.rf.904692ed2ac077d0ef54de3cab7793cd.jpg,,238,116,258,137,mask
RTX7CD4D-e1580252893876_jpg.rf.904692ed2ac077d0ef54de3cab7793cd.jpg,,155,96,177,122,mask
RTX7CD4D-e1580252893876_jpg.rf.904692ed2ac077d0ef54de3cab7793cd.jpg,,75,107,97,130,mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,107,144,141,194,no-mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,264,101,291,133,no-mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,268,236,349,322,mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,251,140,292,214,mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,374,154,413,211,mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,366,105,397,146,mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,302,153,341,206,mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,199,133,258,217,mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,150,168,197,233,mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,83,183,137,260,mask
1580048340614_jpg.rf.95a9de52ba9d2413a1196c1fbd5c1443.jpg,,2,191,76,306,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,317,110,338,132,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,202,123,219,161,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,116,99,158,164,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,62,93,127,143,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,149,120,176,168,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,171,112,203,159,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,386,130,403,157,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,330,123,350,154,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,343,117,380,154,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,298,121,334,160,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,255,102,289,142,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,263,127,302,175,mask
thai_cov-transmission030220_jpg.rf.8a8a3631e54a438ec00b7f983d61db70.jpg,,269,191,314,243,mask
pollution-mask-CE5HYF_jpg.rf.9773fc0255e91f4b81437d3324d63525.jpg,,262,138,336,247,mask
